Locus_tag	Product	Start	End	Length
CJCOGG_02813	Uncharacterized protein YbgA	4493	5002	509
CJCOGG_02814	deoxyribodipyrimidine photo-lyase	4999	6417	1418
CJCOGG_02815	dipeptide permease DtpD	6459	7940	1481
CJCOGG_02816	radiation resistance protein YbgI	8211	8954	743
CJCOGG_02817	5-oxoprolinase subunit PxpB	8977	9633	656
CJCOGG_02818	5-oxoprolinase subunit PxpC	9627	10559	932
CJCOGG_02819	5-oxoprolinase subunit PxpA	10549	11283	734
CJCOGG_02820	endonuclease VIII	11319	12110	791
CJCOGG_02821	Putative regulator AbrB	12107	13153	1046
CJCOGG_02822	Uncharacterized protein YbgO	13305	13955	650
CJCOGG_02823	IS1 family transposase	13990	14367	377
CJCOGG_02824	IS1 family IS1B transposase ORF A	14412	14687	275
CJCOGG_02825	Fimbrial biogenesis outer membrane usher protein	14716	14964	248
CJCOGG_02826	Fimbria A protein	15024	15590	566
CJCOGG_02827	citrate synthase	15980	17263	1283
CJCOGG_02828	Protein YbgU	17469	17576	107
CJCOGG_02829	succinate dehydrogenase cytochrome b556 subunit	17957	18361	404
CJCOGG_02830	succinate dehydrogenase membrane anchor subunit	18355	18702	347
CJCOGG_02831	succinate dehydrogenase flavoprotein subunit	18702	20468	1766
CJCOGG_02832	succinate dehydrogenase iron-sulfur subunit SdhB	20484	21200	716
CJCOGG_02833	2-oxoglutarate dehydrogenase E1 component	21401	24202	2801
CJCOGG_02834	2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase	24217	25434	1217
CJCOGG_02835	ADP-forming succinate--CoA ligase subunit beta	25528	26694	1166
CJCOGG_02836	succinate--CoA ligase subunit alpha	26694	27563	869
CJCOGG_02837	mannosyl-D-glycerate transport/metabolism system transcriptional repressor MngR	27667	28389	722
CJCOGG_02838	PTS 2-O-a-mannosyl-D-glycerate transporter subunit IIABC	28558	30474	1916
CJCOGG_02839	mannosylglycerate hydrolase	30492	33125	2633
CJCOGG_02840	cytochrome ubiquinol oxidase subunit I	33972	35540	1568
CJCOGG_02841	cytochrome d ubiquinol oxidase subunit II	35556	36695	1139
CJCOGG_02842	cytochrome bd-I oxidase subunit CydX	36710	36823	113
CJCOGG_02843	cyd operon protein YbgE	36823	37116	293
CJCOGG_02844	tol-pal system-associated acyl-CoA thioesterase	37266	37670	404
CJCOGG_02845	Tol-Pal system protein TolQ	37667	38359	692
CJCOGG_02846	colicin uptake protein TolR	38363	38791	428
CJCOGG_02847	cell envelope integrity protein TolA	38856	40121	1265
CJCOGG_02848	Tol-Pal system protein TolB	40254	41546	1292
CJCOGG_02849	peptidoglycan-associated lipoprotein Pal	41581	42102	521
CJCOGG_02850	cell division protein CpoB	42112	42903	791
CJCOGG_02858	quinolinate synthase NadA	44372	45415	1043
CJCOGG_02859	nicotinamide riboside transporter PnuC	45453	46172	719
CJCOGG_02860	CDF family zinc transporter ZitB	46169	47110	941
CJCOGG_02861	Uncharacterized protein YbgS	47224	47604	380
CJCOGG_02862	3-deoxy-7-phosphoheptulonate synthase AroG	47920	48972	1052
CJCOGG_02863	2%2C3-diphosphoglycerate-dependent phosphoglycerate mutase	49130	49882	752
CJCOGG_02864	galactose-1-epimerase	50087	51127	1040
CJCOGG_02865	galactokinase	51121	52269	1148
CJCOGG_02866	galactose-1-phosphate uridylyltransferase	52273	53319	1046
CJCOGG_02867	UDP-glucose 4-epimerase GalE	53329	54345	1016
CJCOGG_02868	molybdate ABC transporter ATP-binding protein ModF	54606	56078	1472
CJCOGG_02869	molybdenum-dependent transcriptional regulator	56146	56934	788
CJCOGG_02870	multidrug efflux pump accessory protein AcrZ	57063	57212	149
CJCOGG_02871	molybdate ABC transporter substrate-binding protein	57379	58152	773
CJCOGG_02872	molybdate ABC transporter permease subunit	58152	58841	689
CJCOGG_02873	molybdenum ABC transporter ATP-binding protein ModC	58844	59902	1058
CJCOGG_02874	bifunctional pyridoxal phosphate/fructose-1%2C6-bisphosphate phosphatase	59903	60721	818
CJCOGG_02875	6-phosphogluconolactonase	60876	61871	995
CJCOGG_02876	Uncharacterized HTH-type transcriptional regulator YbhD	61912	62865	953
CJCOGG_02877	4-oxalomesaconate tautomerase	63049	64101	1052
CJCOGG_02878	Inner membrane protein YbhI	64177	65610	1433
CJCOGG_02879	hydratase	65793	68054	2261
CJCOGG_02881	putative acyl-CoA thioester hydrolase	68288	69571	1283
CJCOGG_02882	Integrase	69706	70776	1070
CJCOGG_02883	Phage protein	71012	71179	167
CJCOGG_02884	hypothetical protein	71875	72024	149
CJCOGG_02885	Conjugal transfer protein TraR	72235	72456	221
CJCOGG_02886	Phage protein	72463	72552	89
CJCOGG_02887	Cell division protein ZapA	72555	72770	215
CJCOGG_02888	DUF1382 domain-containing protein	72847	73038	191
CJCOGG_02889	Phage protein	73011	73193	182
CJCOGG_02890	Exonuclease	73190	73870	680
CJCOGG_02891	phage recombination protein Bet	73867	74652	785
CJCOGG_02892	Host-nuclease inhibitor protein Gam	74658	74954	296
CJCOGG_02893	Cell division inhibitor protein	75030	75236	206
CJCOGG_02894	HTH cro/C1-type domain-containing protein	75834	76523	689
CJCOGG_02895	Cro	76629	76859	230
CJCOGG_02896	Bacterial toxin YdaT domain-containing protein	76929	77468	539
CJCOGG_02897	Replication protein O	77480	78484	1004
CJCOGG_02898	Helicase loader	78481	79182	701
CJCOGG_02899	Putative protein RenD	79179	79481	302
CJCOGG_02900	multidrug efflux SMR transporter EmrE	79549	79770	221
CJCOGG_02901	Putative phage recombinase	79727	80521	794
CJCOGG_02902	Phage protein	81194	81700	506
CJCOGG_02903	DNA base-flipping protein YbcN	81895	82350	455
CJCOGG_02904	Prophage NinE-like protein	82350	82520	170
CJCOGG_02905	Putative nuclease YbcO	82513	82803	290
CJCOGG_02906	crossover junction endodeoxyribonuclease RusA	82934	83161	227
CJCOGG_02907	Uncharacterized protein YlcG	83161	83298	137
CJCOGG_02908	Orf33%2C orf151%2C orf56%2C orf96%2C rus%2C orf45%2C orf8%2C orf127%2C and nmpC genes	83295	83321	26
CJCOGG_02909	antitermination protein QuuD	83384	83767	383
CJCOGG_02910	Outer membrane porin protein LC	83956	85038	1082
CJCOGG_02911	phage lysis protein EssD	85627	85842	215
CJCOGG_02912	lysozyme RrrD	85842	86339	497
CJCOGG_02913	Spanin%2C inner membrane subunit	86336	86773	437
CJCOGG_02914	DNA-binding protein	86978	87499	521
CJCOGG_02915	Arginyl-tRNA synthetase	87639	87803	164
CJCOGG_02916	DUF1398 domain-containing protein	87849	88259	410
CJCOGG_02917	DUF3950 domain-containing protein	88316	88549	233
CJCOGG_02918	DNA-packaging protein	88938	89483	545
CJCOGG_02919	A protein	89458	91119	1661
CJCOGG_02920	Bacteriophage tail assembly protein	91164	91382	218
CJCOGG_02921	phage head-tail joining protein	91379	91585	206
CJCOGG_02922	phage portal protein	91582	93183	1601
CJCOGG_02923	Capsid assembly protease C	93164	94483	1319
CJCOGG_02924	Capsid protein	94493	94825	332
CJCOGG_02925	Major capsid protein	94881	95906	1025
CJCOGG_02926	DNA packaging protein from bacteriophage origin	95948	96343	395
CJCOGG_02927	Head-tail connector protein FII	96355	96708	353
CJCOGG_02928	Phage tail fiber protein	96720	97298	578
CJCOGG_02929	Phage minor tail U family protein	97295	97690	395
CJCOGG_02930	Tail tube protein	97698	98438	740
CJCOGG_02931	phage tail assembly chaperone G	98454	98876	422
CJCOGG_02932	phage tail assembly protein T	98858	99292	434
CJCOGG_02933	Tape measure protein	99285	101846	2561
CJCOGG_02934	Tail tip protein M	101843	102172	329
CJCOGG_02935	phage minor tail protein L	102172	102870	698
CJCOGG_02936	Phage tail assembly protein	103020	103619	599
CJCOGG_02937	Tail tip assembly protein I	103616	104188	572
CJCOGG_02938	Fibronectin type-III domain-containing protein	104249	107746	3497
CJCOGG_02939	Ail/Lom family protein	107817	108416	599
CJCOGG_02940	Tail fiber protein	108481	111219	2738
CJCOGG_02941	Tail fiber assembly protein	111219	111803	584
CJCOGG_02943	hypothetical protein	111776	111868	92
CJCOGG_02944	diguanylate cyclase	111877	113208	1331
CJCOGG_02945	kinase inhibitor	113954	114430	476
CJCOGG_02946	adenosylmethionine--8-amino-7-oxononanoate transaminase	114489	115778	1289
CJCOGG_02947	biotin synthase BioB	115865	116905	1040
CJCOGG_02948	8-amino-7-oxononanoate synthase	116902	118056	1154
CJCOGG_02949	malonyl-ACP O-methyltransferase BioC	118043	118798	755
CJCOGG_02950	dethiobiotin synthase	118791	119468	677
CJCOGG_02951	excinuclease ABC subunit UvrB	120047	122068	2021
CJCOGG_02952	Putative gluconeogenesis factor	122260	123168	908
CJCOGG_02953	GTP 3'%2C8-cyclase MoaA	123565	124554	989
CJCOGG_02954	molybdenum cofactor biosynthesis protein B	124576	125088	512
CJCOGG_02955	cyclic pyranopterin monophosphate synthase MoaC	125091	125576	485
CJCOGG_02956	molybdopterin synthase sulfur carrier subunit	125569	125814	245
CJCOGG_02957	molybdopterin synthase catalytic subunit MoaE	125816	126268	452
CJCOGG_02958	Inner membrane protein YbhL	126405	127109	704
CJCOGG_02959	Phage protein	127187	127636	449
CJCOGG_02960	Integral membrane protein	127584	127958	374
CJCOGG_02961	Uncharacterized protein YbhM	128028	128741	713
CJCOGG_02962	Inner membrane protein YbhN	128777	129733	956
CJCOGG_02963	cardiolipin synthase ClsB	129733	130974	1241
CJCOGG_02964	Uncharacterized protein YbhP	130971	131732	761
CJCOGG_02965	Inner membrane protein YbhQ	131865	132275	410
CJCOGG_02966	putative multidrug ABC transporter permease YbhR	132237	133343	1106
CJCOGG_02967	putative multidrug ABC transporter permease YbhS	133354	134487	1133
CJCOGG_02968	LPS export ABC transporter ATP-binding protein	134480	136216	1736
CJCOGG_02969	secretion protein HlyD	136209	137204	995
CJCOGG_02970	DNA-binding transcriptional regulator CecR	137207	137878	671
CJCOGG_02971	ATP-dependent RNA helicase RhlE	138107	139471	1364
CJCOGG_02973	N-glycosidase YbiA	139703	140152	449
CJCOGG_02974	ATP-dependent DNA helicase DinG	140170	142455	2285
CJCOGG_02975	DNA-binding protein YbiB	142483	143445	962
CJCOGG_02976	hydroxycarboxylate dehydrogenase HcXB	143586	144671	1085
CJCOGG_02977	Protein YbiE	144738	144797	59
CJCOGG_02979	DUF1471 domain-containing protein	144900	145160	260
CJCOGG_02980	C4-type zinc finger protein YbiI	145425	145691	266
CJCOGG_02981	PKHD-type hydroxylase YbiX	145765	146439	674
CJCOGG_02982	catecholate siderophore receptor Fiu	146484	148766	2282
CJCOGG_02983	DUF1471 domain-containing protein	149031	149291	260
CJCOGG_02984	23S rRNA (adenine(1618)-N(6))-methyltransferase RlmF	149567	150493	926
CJCOGG_02985	mechanosensitive channel protein	150490	152715	2225
CJCOGG_02986	glutamine ABC transporter ATP-binding protein GlnQ	152832	153554	722
CJCOGG_02987	glutamine ABC transporter permease GlnP	153551	154210	659
CJCOGG_02988	glutamine ABC transporter substrate-binding protein GlnH	154349	155095	746
CJCOGG_02989	DNA starvation/stationary phase protection protein Dps	155499	156002	503
CJCOGG_02990	threonine/homoserine exporter RhtA	156301	157188	887
CJCOGG_02991	Protein YliM	157423	157488	65
CJCOGG_02992	Outer membrane protein X	157541	158056	515
CJCOGG_02993	phosphoethanolamine transferase	158105	159688	1583
CJCOGG_02994	manganase accumulation protein MntS	159960	160088	128
CJCOGG_02995	manganese-binding transcriptional regulator MntR	160274	160741	467
CJCOGG_02996	Inner membrane protein YbiR	160738	161856	1118
CJCOGG_02997	L%2CD-transpeptidase	161915	162835	920
CJCOGG_02998	ABC-F family ATPase	163054	164646	1592
CJCOGG_02999	IS110 family IS621 transposase	164925	165905	980
CJCOGG_03000	Uncharacterized protein YbiU	166161	167426	1265
CJCOGG_03001	sugar-phosphatase YbiV	167578	168393	815
CJCOGG_03002	putative dehydratase YbiW	168539	170971	2432
CJCOGG_03003	Putative pyruvate formate-lyase 3-activating enzyme	170977	171876	899
CJCOGG_03004	fructose-6-phosphate aldolase	172007	172669	662
CJCOGG_03005	molybdopterin-synthase adenylyltransferase MoeB	172757	173506	749
CJCOGG_03006	molybdopterin molybdotransferase MoeA	173506	174741	1235
CJCOGG_03007	beta-aspartyl-peptidase	174945	175910	965
CJCOGG_03008	glutathione ABC transporter ATP-binding protein GsiA	175897	177768	1871
CJCOGG_03009	glutathione ABC transporter substrate-binding protein GsiB	177788	179326	1538
CJCOGG_03010	glutathione ABC transporter permease GsiC	179344	180264	920
CJCOGG_03011	glutathione ABC transporter permease GsiD	180267	181178	911
CJCOGG_03012	putative cyclic di-GMP phosphodiesterase PdeI	181356	183704	2348
CJCOGG_03013	putative diguanylate cyclase DgcI	183712	185040	1328
CJCOGG_03014	30S ribosomal protein S12 methylthiotransferase RimO	185087	186412	1325
CJCOGG_03015	biofilm formation regulator BssR	186625	187008	383
CJCOGG_03016	aldose sugar dehydrogenase YliI	187119	188234	1115
CJCOGG_03017	glutathione S-transferase GstB	188231	188857	626
CJCOGG_03018	serine-type D-Ala-D-Ala carboxypeptidase	189104	190306	1202
CJCOGG_03019	DNA-binding transcriptional repressor DeoR	190353	191111	758
CJCOGG_03020	undecaprenyl-diphosphate phosphatase	191169	191765	596
CJCOGG_03021	multidrug efflux MFS transporter MdfA	192050	193282	1232
CJCOGG_03022	Uncharacterized protein YbjH	193323	193601	278
CJCOGG_03023	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase	193693	194508	815
CJCOGG_03024	Inner membrane protein YbjJ	194508	195635	1127
CJCOGG_03025	DNA-binding transcriptional regulator RcdA	195800	196336	536
CJCOGG_03027	aspartate:alanine antiporter	196511	198196	1685
CJCOGG_03028	Inner membrane protein YbjM	198466	198843	377
CJCOGG_03029	glutaredoxin 1	198873	199130	257
CJCOGG_03030	Uncharacterized protein YbjC	199290	199577	287
CJCOGG_03031	nitroreductase NfsA	199561	200283	722
CJCOGG_03032	30S ribosomal protein S6--L-glutamate ligase	200344	201246	902
CJCOGG_03033	Uncharacterized protein YbjN	201334	201810	476
CJCOGG_03034	spermidine/putrescine ABC transporter substrate-binding protein PotF	202162	203274	1112
CJCOGG_03035	putrescine ABC transporter ATP-binding subunit PotG	203369	204502	1133
CJCOGG_03036	putrescine ABC transporter permease PotH	204512	205465	953
CJCOGG_03037	putrescine ABC transporter permease PotH	205462	206307	845
CJCOGG_03038	Inner membrane protein YbjO	206367	206855	488
CJCOGG_03039	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC	206896	208023	1127
CJCOGG_03040	ABC transporter substrate-binding protein ArtJ	208198	208929	731
CJCOGG_03042	arginine ABC transporter permease ArtM	209221	209889	668
CJCOGG_03043	arginine ABC transporter permease ArtQ	209889	210605	716
CJCOGG_03044	arginine ABC transporter substrate-binding protein ArtI	210612	211343	731
CJCOGG_03045	arginine ABC transporter ATP-binding protein ArtP	211361	212089	728
CJCOGG_03046	lipoprotein	212307	212822	515
CJCOGG_03047	UPF0145 protein YbjQ	212948	213271	323
CJCOGG_03048	N-acetylmuramoyl-L-alanine amidase AmiD	213268	214098	830
CJCOGG_03049	Uncharacterized protein YbjS	214095	215108	1013
CJCOGG_03050	Putative NAD(P)-binding protein YbjT	215207	216637	1430
CJCOGG_03051	low-specificity L-threonine aldolase	216648	217649	1001
CJCOGG_03052	ubiquinone-dependent pyruvate dehydrogenase	217686	219404	1718
CJCOGG_03053	NADH oxidoreductase	219537	220505	968
CJCOGG_03054	hydroxylamine reductase	220517	222169	1652
CJCOGG_03055	L-lysine exporter LysO	222313	223212	899
CJCOGG_03056	aquaporin Z	223707	224402	695
CJCOGG_03057	Uncharacterized protein YbjD	224828	226486	1658
CJCOGG_03058	Uncharacterized protein YbjX	226483	227475	992
CJCOGG_03059	macrolide transporter subunit MacA	227590	228705	1115
CJCOGG_03060	macrolide ABC transporter ATP-binding protein/permease MacB	228702	230648	1946
CJCOGG_03061	cold shock-like protein CspD	230721	230945	224
CJCOGG_03062	Protein YljB	231095	231169	74
CJCOGG_03063	ATP-dependent Clp protease adapter ClpS	231268	231588	320
CJCOGG_03064	ATP-dependent Clp protease ATP-binding subunit ClpA	231619	233895	2276
CJCOGG_03066	translation initiation factor IF-1	234580	234798	218
CJCOGG_03067	leucyl/phenylalanyl-tRNA--protein transferase	235083	235787	704
CJCOGG_03068	heme ABC transporter ATP-binding protein/permease CydC	235829	237550	1721
CJCOGG_03069	heme ABC transporter permease/ATP-binding protein CydD	237551	239317	1766
CJCOGG_03070	thioredoxin-disulfide reductase	239440	240405	965
CJCOGG_03071	leucine-responsive transcriptional regulator Lrp	240950	241444	494
CJCOGG_03072	DNA translocase FtsK	241579	245646	4067
CJCOGG_03073	outer membrane lipoprotein chaperone LolA	245801	246412	611
CJCOGG_03074	replication-associated recombination protein RarA	246423	247766	1343
CJCOGG_03075	serine--tRNA ligase	247857	249149	1292
CJCOGG_03077	dimethylsulfoxide reductase subunit A	249388	251832	2444
CJCOGG_03078	DMSO/selenate family reductase complex B subunit	251843	252460	617
CJCOGG_03079	dimethyl sulfoxide reductase anchor subunit DmsC	252462	253325	863
CJCOGG_03080	isochorismate family cysteine hydrolase YcaC	253361	253987	626
CJCOGG_03081	MFS transporter	254301	255449	1148
CJCOGG_03082	Inner membrane transporter YcaM	255659	257089	1430
CJCOGG_03083	Uncharacterized HTH-type transcriptional regulator YcaN	257090	257998	908
CJCOGG_03084	NAD(P)H oxidoreductase	258098	258688	590
CJCOGG_03085	pyruvate formate lyase 1-activating protein	258770	259510	740
CJCOGG_03086	formate C-acetyltransferase	259702	261984	2282
CJCOGG_03087	formate transporter FocA	262039	262896	857
CJCOGG_03088	30S ribosomal protein S12 methylthiotransferase accessory factor YcaO	263301	265061	1760
CJCOGG_03089	UPF0702 transmembrane protein YcaP	265191	265883	692
CJCOGG_03090	3-phosphoserine/phosphohydroxythreonine transaminase	266082	267170	1088
CJCOGG_03091	3-phosphoshikimate 1-carboxyvinyltransferase	267241	268524	1283
CJCOGG_03092	metallopeptidase YcaL	268693	269457	764
CJCOGG_03093	(d)CMP kinase	269630	270313	683
CJCOGG_03094	30S ribosomal protein S1	270424	272097	1673
CJCOGG_03095	integration host factor subunit beta	272257	272541	284
CJCOGG_03096	ComEC family protein	272748	275012	2264
CJCOGG_03097	lipid A ABC transporter ATP-binding protein/permease MsbA	275049	276797	1748
CJCOGG_03098	tetraacyldisaccharide 4'-kinase	276794	277780	986
CJCOGG_03099	Uncharacterized protein YcaQ	277817	279049	1232
CJCOGG_03100	protein YcaR	279101	279283	182
CJCOGG_03101	3-deoxy-manno-octulosonate cytidylyltransferase	279280	280026	746
CJCOGG_03102	Uncharacterized protein YcbJ	280180	281073	893
